lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation,fiber_position_method
36-686,48-273,27.0,38.0,12.721723499079815,18.722109387540527,56.404377559958526,56.404377559958526,0.493,SfccfF,optimized
36-686,36-687,27.0,36.0,12.27499504492014,18.275457348281964,54.27545734828196,54.27545734828196,0.4785,SfccfF,focal_length
36-686,49-960,27.0,35.0,12.147773632538446,19.23186093136414,54.39827068165178,54.39827068165178,0.4665,SfccfF,optimized
36-686,LA4052,27.0,35.1,12.536724180542379,18.536745483795627,53.63674548379563,53.63674548379563,0.43,SfccfF,focal_length
36-686,36-689,27.0,35.0,12.50397045800446,18.503984066098344,53.50398406609834,53.50398406609834,0.429,SfccfF,focal_length
LA4021,48-273,30.0,38.0,11.372482374301025,22.372590989104495,60.372590989104495,60.372590989104495,0.4165,SfccfF,focal_length
49-959,48-273,30.0,38.0,14.127972358601564,20.98427797888639,58.98427797888639,58.98427797888639,0.4155,SfccfF,focal_length
LA4021,36-687,30.0,36.0,10.863654129580436,21.863745524544246,57.86374552454424,57.86374552454424,0.414,SfccfF,focal_length
49-959,36-687,30.0,36.0,13.663648672478086,20.163661590095423,56.16366159009542,56.16366159009542,0.4075,SfccfF,focal_length
LA4021,49-960,30.0,35.0,10.858198695571712,21.858331717617958,56.85833171761796,56.85833171761796,0.38,SfccfF,focal_length
49-959,49-960,30.0,35.0,13.658950381129262,20.159359188466258,55.159359188466254,55.159359188466254,0.3785,SfccfF,focal_length
49-959,LA4052,30.0,35.1,13.928075246039182,20.793374070737052,55.89337407073705,55.89337407073705,0.373,SfccfF,focal_length
49-959,36-689,30.0,35.0,13.95152021840217,20.451926827333285,55.45192682733328,55.45192682733328,0.3645,SfccfF,focal_length
LA4021,LA4052,30.0,35.1,11.16597561617208,23.939037147388426,59.03903714738843,59.03903714738843,0.3545,SfccfF,focal_length
LA4021,36-689,30.0,35.0,11.190471768648163,22.19048584741694,57.19048584741694,57.19048584741694,0.34,SfccfF,focal_length
36-686,49-959,27.0,30.0,11.786243526425842,17.786276355958584,47.786276355958584,47.786276355958584,0.3355,SfccfF,focal_length
